texto,texto_limpio,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
Tremendo imbecil.,tremendo imbecil,False,False,False,False,False,False,False,False,False,False,False
No falta la o el imbécil que sale con comentarios nada que ver... Vaya a qué le den !,falta imbécil sale comentarios ver vaya den,True,False,False,False,False,False,False,False,False,False,False
Severo imbécil,severo imbécil,True,False,False,False,False,False,False,False,False,False,False
Es imposible llegar tan viejo a ser tan imbecil y ruin. Señor usted está rompiendo records,imposible llegar tan viejo ser tan imbecil ruin señor usted rompiendo records,False,False,False,False,False,False,False,False,False,False,False
Que repita la madre que parió semejante imbécil,repita madre parió semejante imbécil,True,False,False,False,False,False,False,False,False,False,False
"Los colombianos no, Barbosa usted es el imbécil.",colombianos barbosa usted imbécil,True,False,False,False,False,False,False,False,False,False,False
Hay que ser muy imbécil y adoctrinado,ser imbécil adoctrinado,True,False,False,False,False,False,False,False,False,False,False
"La libertad de expresión no es sólo para los ""periodistas"". Daniel Samper Ospina es un IMBÉCIL y tenemos todo el derecho a expresarlo donde nos de la gana.",libertad expresión sólo periodistas daniel samper ospina imbécil derecho expresarlo gana,True,False,False,False,False,False,False,False,False,False,False
La gente si es imbécil defendiendo a semejante corrupta.,gente si imbécil defendiendo semejante corrupta,True,False,False,False,False,False,False,False,False,False,False
A mi porqué me sale los tuits de esta imbécil?🙃🙃🙂,porqué sale tuits imbécil,True,False,False,False,False,False,False,False,False,False,False
"En pocas palabras, eres un imbécil 😅",pocas palabras imbécil,True,False,False,False,False,False,False,False,False,False,False
"La vieja estaba bien hasta un cierto punto, él tipo se comportó como ella dice un completo imbécil y ella no se sintió cómoda, se lo expresó y se fue. Si vas a una cita y te comportas como un imbécil no pretendas que la vieja se quede por educación, de hecho fue bastante educada.",vieja bien cierto punto tipo comportó dice completo imbécil sintió cómoda expresó si vas cita comportas imbécil pretendas vieja quede educación hecho bastante educada,True,False,False,False,False,False,False,False,False,False,False
UD PUEDE SER MUY ZORRO PERO SIGUE SIENDO EL MISMO IMBECIL.,ud puede ser zorro sigue siendo mismo imbecil,False,False,False,False,False,False,False,False,False,False,False
"En eso estoy de acuerdo con el fiscal, el comisionado de paz es un imbécil y debería ser removido de su cargo",acuerdo fiscal comisionado paz imbécil debería ser removido cargo,True,False,False,False,False,False,False,False,False,False,False
"que estupida eres, demuestras lo imbecil que eres, hasta fastidiosa te conviertes…",estupida demuestras imbecil fastidiosa conviertes,False,False,False,False,False,False,False,False,False,False,False
Imbécil él si cree que va a quedar impune ante tantos delitos qué ha cometido.,imbécil si cree va quedar impune tantos delitos cometido,True,False,False,False,False,False,False,False,False,False,False
"Oiga atorrante adolescente de 70 años, las cifras dejan su Twitt muy mal parado, cuado será que va dejar de ser un imbécil?",oiga atorrante adolescente años cifras dejan twitt mal parado cuado va dejar ser imbécil,True,False,False,False,False,False,False,False,False,False,False
Pobre imbécil jajajaja con la estupidez que sale 🤣🤦🤡🤡🤡 la ignorancia es cosa muy HP de verdad 🤣 no hagas el ridículo más de verdad con cosas que no tenés ni idea,pobre imbécil jajajaja estupidez sale ignorancia cosa hp verdad hagas ridículo verdad cosas tenés idea,True,False,False,False,False,False,False,True,False,False,False
"El único imbecil es Francisco Barbosa, cuando cree que los colombianos no nos damos cuenta la clase de charlatán y tramposo que es el.",único imbecil francisco barbosa cree colombianos damos cuenta clase charlatán tramposo,False,False,False,False,False,False,False,False,False,False,False
Los colombianos sabemos que el imbécil es usted Francisco Barbosa ¡te vas a podrir en la cárcel! Cada vez es más sospechoso su ataque al gobierno.,colombianos sabemos imbécil usted francisco barbosa vas podrir cárcel cada vez sospechoso ataque gobierno,True,False,False,False,False,False,False,False,False,False,False
"No creo que te guste que un desconocido te duerma, y te lleve a tu casa para metertela en contra de tu voluntad, imbécil.",creo guste desconocido duerma lleve casa metertela voluntad imbécil,True,False,False,False,False,False,False,False,False,False,False
El único imbécil fue el que dejó al fiscal más inepto de la historia. Una fiscalía que defiende a los acusados y revictimiza a las víctimas. Asco.,único imbécil dejó fiscal inepto historia fiscalía defiende acusados revictimiza víctimas asco,True,False,False,False,False,False,False,False,False,False,False
"El monopolio de la cocaína lo domina Las FARC, la misma con la que simpatiza su presidente y hasta ud, que su fanatismo no se lo deje ver es otra cosa, así que no se haga el imbécil y no nos achaque ese bulto.",monopolio cocaína domina farc misma simpatiza presidente ud fanatismo deje ver cosa así haga imbécil achaque bulto,True,False,False,False,False,False,False,False,False,False,False
Aparte de imbecil y tarado también esta loco,aparte imbecil tarado loco,False,False,False,False,False,False,False,False,False,False,False
Vos el mayor imbécil,vos mayor imbécil,True,False,False,False,False,False,False,False,False,False,False
Este imbécil a esta hora se le tuerce el teclado,imbécil hora tuerce teclado,True,False,False,False,False,False,False,False,False,False,False
"Y tu robaste millones durante tu estadia en el SENA, y ni siquiera hay una disculpa, te sacaron por incompetente y ahora, eres además imbécil",robaste millones estadia sena siquiera disculpa sacaron incompetente ahora además imbécil,True,False,False,False,False,False,False,False,False,False,False
El imbécil sos vos. Uno no puede justificar un asesinato diciendo que sólo es un animal. Pedazo de enfermo.,imbécil sos vos puede justificar asesinato diciendo sólo animal pedazo enfermo,True,False,False,False,False,False,False,False,False,False,False
jajajajaaj no sabe ni escribir la imbécil,jajajajaaj sabe escribir imbécil,True,False,False,False,False,False,False,False,False,False,False
"No soy rascista y mucho menos imbecil, esta senora es una vividora, acomplejada. La verdad me importa 0 sua raices, trabaje por el pais, para eso se le paga.",rascista menos imbecil senora vividora acomplejada verdad importa sua raices trabaje pais paga,False,False,False,False,False,False,False,False,False,False,False
"Que no hay recursos para una icbf para los ladrones, este man es un imbecil que cree que hay plata para hacer una cárcel, es peor candidato de cali.",recursos icbf ladrones man imbecil cree plata hacer cárcel peor candidato cali,False,False,False,False,False,False,False,False,False,False,False
"Deja de hablar pendejadas, imbécil.",deja hablar pendejadas imbécil,True,False,False,False,False,False,False,False,False,False,False
"A ver imbécil un presidente y una vicepresidente llegan al principal cargó del país no es para encerrarse en la casa de nariño a delinquir como lo han hecho los otros, por obvias razones tienen que hacer muchos desplazamientos a otros países y continentes,eso se llama gestión",ver imbécil presidente vicepresidente llegan principal cargó país encerrarse casa nariño delinquir hecho obvias razones hacer desplazamientos países continenteseso llama gestión,True,False,False,False,False,False,False,False,False,False,False
"Comentario pendejo de un imbécil que ni vive aquí y se cree con el derecho de opinar, están hablando pedazo de atembado de la energía no de impuestos, cafre!",comentario pendejo imbécil vive aquí cree derecho opinar hablando pedazo atembado energía impuestos cafre,True,False,False,False,False,False,False,True,False,False,False
Pero vos sos un pedazo de imbecil q ni siquiera los numeros sos capaz de interpretar bien,vos sos pedazo imbecil q siquiera numeros sos capaz interpretar bien,False,False,False,False,False,False,False,False,False,False,False
"Imbecil, el salario se lo pagan en una cuenta de nómina que necesidad del efectivo? Porque son tan imbeciles",imbecil salario pagan cuenta nómina necesidad efectivo tan imbeciles,False,False,False,False,False,False,False,False,False,False,False
"Este imbécil ya no sabe que más publicar para desprestigiar el gobierno,  señor usted no es periodista usted es un activista político de Uribe.",imbécil sabe publicar desprestigiar gobierno señor usted periodista usted activista político uribe,True,False,False,False,False,False,False,False,False,False,False
Que pedazo de imbecil este Eduardo,pedazo imbecil eduardo,False,False,False,False,False,False,False,False,False,False,False
"Quien le dijo a usted que eran gestores de paz imbécil, 20 años de violencia y creación de grupos paramilitares y quiere que Petro acabe con ellos en 10 meses.",dijo usted gestores paz imbécil años violencia creación grupos paramilitares quiere petro acabe meses,True,False,False,False,False,False,False,False,False,False,False
Malparido hpta viejo asqueroso vale más un pedazo de mierda aplastado que la vida de este imbecil,malparido hpta viejo asqueroso vale pedazo mierda aplastado vida imbecil,False,False,False,True,False,False,False,True,False,False,False
Preguntas tan estúpidas..vayase mejor a vivir a Venezuela o a Cuba y vive en su puto comunismo imbécil.,preguntas tan estúpidasvayase mejor vivir venezuela cuba vive puto comunismo imbécil,True,False,False,False,True,False,False,True,False,False,False
"Huy, que tenaz de tanto imbécil manejando así, Acá en Cali es lo mismo, los que bajan del Km 18",huy tenaz imbécil manejando así acá cali mismo bajan km,True,False,False,False,False,False,False,False,False,False,False
No falta el imbecil que hace comentarios ignorantes por desinformación,falta imbecil hace comentarios ignorantes desinformación,False,False,False,False,False,False,False,False,False,False,False
Por eso es q estamos como estamos con tanto imbecil suelto.,q imbecil suelto,False,False,False,False,False,False,False,False,False,False,False
