texto,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
personas perra primeras llamar alguien perra,False,False,False,False,False,True,False,False,False,False,False
perra perra perra,False,False,False,False,False,True,False,False,False,False,False
entonces perra digas tonterías dices papeles perra quiere bajar perra maricón puta aterradora,False,False,False,False,True,True,False,False,False,False,False
perra pato culo puta puta coño biden gucci aunque da igual nigea mdsaab tjawad,False,False,False,False,True,True,False,True,False,False,False
perra jode negro pasa coño,False,False,False,False,True,True,False,False,False,False,False
perra joder decir hater brickk perra httptcohuqvanuwxh,False,False,False,False,False,True,False,False,False,False,False
perra cuenta redbook todas selfies anuncio si perra trucos quería ver cara,False,False,False,False,False,True,False,False,False,False,False
perra comería coño lengua negro,False,False,False,False,True,True,False,False,False,False,False
perra acaba chuparme polla trató darme azúcar perra vete,False,False,False,False,False,True,False,True,False,False,False
perra asesina irá bailar cdfu perra,False,False,False,False,False,True,False,False,False,False,False
perra nicca habla mf peat df ustedes lakers,False,False,False,False,False,True,False,False,False,False,False
perra callada maldita boca puta rt hurricanesensei mallett va ayudar malditos texanos,False,False,False,False,True,True,False,True,False,False,False
perra tonta perra tonta jaja,True,False,False,False,False,True,False,False,False,False,False
perra zorra fea mundo,True,False,True,False,False,True,False,False,False,False,False
perra puede cuerpo millón dólares cara menú dólar coño cuatro piezas así vales mierda,False,False,False,False,False,True,False,True,False,False,False
perras bebé digo reclames hijo perra buena maldita nadie va reclamar criatura,False,False,False,False,False,True,False,True,False,False,False
perras putas tramposas,False,False,False,False,True,True,False,False,False,False,False
perras siempre gusta putas digo duhh tratando hacerte nbs,False,False,True,False,True,True,False,False,False,False,False
perras siempre piensan alguien quiere coñito existe quiero zorras,False,False,True,False,False,True,False,False,False,False,False
perras años noveno grado hablando dónde amor perra dónde créditos,False,False,False,False,False,True,False,False,False,False,False
perras alegran pollo tropical burger king pausa almuerzo trabajo actúan si cena nuevos negros ser lujo,False,False,False,False,True,True,False,False,False,False,False
perras divierten negro quieren ser negro perra wcw funciona así,False,False,False,False,True,True,False,False,False,False,False
perras sentimientos parecidos perra viva,False,False,False,False,False,True,False,False,False,False,False
perras dicen mantén calma soltera primero perra nadie entusiasmado,False,False,False,False,False,True,False,False,False,False,False
perras dicen nuevo avi digo perra nuevo avi feo antiguo avi feo perra fea,True,False,False,False,False,True,False,False,False,False,False
perras dicen quiero real digo quiero perra pelo real siempre podemos conseguir queremos verdad,False,False,False,False,False,True,False,False,False,False,False
perras dicen peleando negro,False,False,False,False,True,True,False,False,False,False,False
perras negros valen perra tal vez simplemente vales,False,False,False,False,True,True,False,False,False,False,False
perras enojan negro melena atrapado todas putas yah coño prolli wack ctfu,False,False,False,False,True,True,False,False,False,False,False
perras gritan joda negro enfadan perra jode negro,False,False,False,False,True,True,False,False,False,False,False
perras suenan retrasadas videos tbh nbs,False,False,False,False,False,True,False,False,False,False,False
perras hablen fiesta perra fiesta,False,False,False,False,False,True,False,False,False,False,False
perras intentan aplastar toda carne descubren embarazadas putas importa carajo,False,False,False,False,True,True,False,True,False,False,False
perras miran páginas perras así perra trabajo equipo,False,False,False,False,False,True,False,False,False,False,False
perras llevan extensiones pestañas postizas maquillaje hablan malas perras perra mala jugadora creada,False,False,False,False,False,True,False,False,False,False,False
perras perras perras,False,False,False,False,False,True,False,False,False,False,False
perras pueden joder perras mortales,False,False,False,False,False,True,False,False,False,False,False
perras engañan perras hiere engañan vuelta,False,False,False,False,False,True,False,False,False,False,False
perras quejan padres bebés mierda perra sabías mierda quedarte bebé elegiste,False,False,False,False,False,True,False,True,False,False,False
perras cursis mierda guardar números odio putas,False,False,False,False,True,True,False,True,False,False,False
perras siquiera salen divertirse solo salen twittear función tomarse fotos perras,False,False,False,False,False,True,False,False,False,False,False
perras quieren follarme perras quieran follar todas perras,False,False,False,False,False,True,False,False,False,False,False
perras meten twitter convierten santas si putas si putas matan negro,False,False,False,False,True,True,False,False,False,False,False
perras saben perras perras,False,False,False,False,False,True,False,False,False,False,False
perras encanta pelearse negrata siempre cara perras,False,False,True,False,False,True,False,False,False,False,False
perras hacen feliz rt asaakira objetos materiales hacen felices perras iphone httptcodtbytcqb,False,False,False,False,False,True,False,False,False,False,False
perras pequeña mierda flexible snapchat perra favor,False,False,False,False,False,True,False,True,False,False,False
perras prefieren ser mezquinas putas lugar pagar fianza ahora realmente jodo psa,False,False,False,False,True,True,False,False,False,False,False
perras tan estúpidas pueden saber cómo voy empezar reventar perras,True,False,False,False,False,True,False,False,False,False,False
perras juran vez mejores,False,False,False,False,False,True,False,False,False,False,False
perras hablan flexibles perras limbo,False,False,False,False,False,True,False,False,False,False,False
perras creen astutas importa cuánto intenten ocultarlo aún podemos saber si putas,False,False,False,False,True,True,False,False,False,False,False
perras perras,False,False,False,False,False,True,False,False,False,False,False
perras perras,False,False,False,False,False,True,False,False,False,False,False
perras niños retrasadas,False,False,False,False,False,True,False,False,False,False,False
perras coño basura siempre quieren sexo protección,False,False,False,False,False,True,False,False,False,False,False
perras perras perras,False,False,False,False,False,True,False,False,False,False,False
muérdeme perra mastica palo pies,False,False,False,False,False,True,False,False,False,False,False
probablemente bitzy tomó percocet tomar bebidas mellie parece perra alegre scandalabc,False,False,False,False,False,True,False,False,False,False,False
bjergsen acaba crear página runas as completa solo runas as rojas quints completas sino refiero runas as rojas azules amarillas quints as,False,False,False,False,False,False,False,False,False,False,False
culo blac chyna debería haberlo deslumbrado lados descuidados perforaciones mejillas mala calidad,False,False,False,False,False,False,False,True,False,False,False
dinamita negra todas putas polla dura esclavitud desliza pared,False,False,False,False,True,False,False,False,False,False,False
perras negras búfalos beligerantes bulliciosos martesdealliteración malditaseatododerepente,False,False,False,False,False,True,False,True,False,False,False
perras negras meten escuela perras siguen viniendo pañuelos cabeza cosas,False,False,False,False,False,True,False,False,False,False,False
policías negros quieren matar ciudadanos blancos policías hispanos quieren matar ciudadanos anglosajones policías zigeuneros violadores,False,True,False,False,True,False,False,False,False,False,False
chico negro clase intenta tirar bola papel basura falla sra mundy desgracia raza marcus,False,False,False,True,True,False,False,False,False,False,False
gente negra chiefkeef disgusta reírse alguien murió negros tontos deberían encerrados solo estupidez,True,False,False,False,True,False,False,False,False,False,False
